Equipment_ID,Type,Site_ID,Check_In_Date,Check_Out_Date,Engine_Hours_Day,Idle_Hours_Day,Rental_Days,Last_Operator_ID,is_anomaly,anomaly_type
EQX1043,Compactor,S004,2024-10-20,2024-10-29,4.1,3.3,9,OP101,0,none
EQX1177,Crane,S009,2025-05-26,2025-06-02,11.9,3.5,7,OP103,0,none
EQX1102,Grader,S010,2024-11-06,2024-11-09,9.4,1.9,3,OP136,0,none
EQX1164,Excavator,S002,2025-10-12,2025-10-18,9.2,0.4,6,OP103,0,none
EQX1150,Excavator,S007,2024-03-14,2024-03-28,5.5,0.0,14,OP135,0,none
EQX1034,Bulldozer,S010,2025-03-07,2025-03-27,4.9,6.6,20,OP130,0,none
EQX1051,Excavator,S012,2024-06-20,2024-07-08,3.1,3.6,18,OP107,0,none
EQX1023,Loader,S009,2025-05-16,2025-05-29,9.7,0.2,13,OP106,0,none
EQX1088,Crane,S001,2025-05-06,2025-05-10,3.0,4.8,4,OP136,0,none
EQX1165,Grader,S006,2024-11-28,2024-12-11,8.6,4.5,13,OP111,0,none
EQX1009,Excavator,S008,2025-06-09,2025-06-14,6.3,2.4,5,OP124,0,none
EQX1167,Compactor,S002,2024-06-12,2024-06-22,6.2,4.3,10,OP121,0,none
EQX1053,Compactor,S010,2024-10-02,2024-10-06,9.2,5.7,4,OP128,0,none
EQX1005,Excavator,S008,2025-10-18,2025-10-22,3.7,0.0,4,OP137,0,none
EQX1031,Compactor,S012,2024-08-26,2024-09-03,7.2,6.6,8,OP134,0,none
EQX1098,Excavator,S004,2025-03-20,2025-03-31,4.5,4.5,11,OP112,0,none
EQX1073,Loader,S009,2024-01-28,2024-02-14,9.9,4.7,17,OP115,0,none
EQX1023,Loader,S001,2025-03-21,2025-04-06,4.6,6.0,16,OP131,0,none
EQX1033,Bulldozer,S008,2025-02-11,2025-02-24,5.9,5.9,13,OP121,0,none
EQX1067,Grader,S006,2024-12-24,2025-01-06,10.1,6.0,13,OP124,0,none
EQX1052,Excavator,S005,2025-10-05,2025-10-08,3.8,2.6,3,OP132,0,none
EQX1016,Bulldozer,S003,2025-01-21,2025-02-10,4.4,2.4,20,OP138,0,none
EQX1132,Loader,S009,2024-04-05,2024-04-19,4.3,4.2,14,OP115,0,none
EQX1112,Excavator,S012,2024-02-12,2024-02-21,8.3,5.9,9,OP124,0,none
EQX1069,Excavator,S005,2024-12-25,2025-01-11,5.0,0.4,17,OP115,0,none
EQX1053,Compactor,S007,2025-08-25,2025-09-04,2.2,2.9,10,OP114,0,none
EQX1058,Grader,S009,2024-11-12,2024-11-22,5.1,2.8,10,OP112,0,none
EQX1197,Grader,S007,2024-07-25,2024-07-28,3.6,0.2,3,OP110,0,none
EQX1102,Grader,S010,2025-10-02,2025-10-14,8.5,4.5,12,OP136,0,none
EQX1190,Bulldozer,S007,2025-01-01,2025-01-18,9.3,2.4,17,OP109,0,none
EQX1007,Compactor,S001,2024-01-11,2024-01-18,6.2,2.1,7,OP131,0,none
EQX1045,Compactor,S009,2024-03-12,2024-03-17,3.8,6.4,5,OP132,0,none
EQX1177,Crane,S002,2024-02-14,2024-02-20,7.4,4.4,6,OP119,0,none
EQX1035,Crane,S002,2024-10-20,2024-10-28,7.7,3.0,8,OP102,0,none
EQX1065,Grader,S010,2025-12-10,2025-12-14,9.2,3.0,4,OP131,0,none
EQX1027,Crane,S009,2024-05-10,2024-05-14,5.9,7.1,4,OP102,0,none
EQX1191,Loader,S005,2024-08-28,2024-09-16,5.8,2.4,19,OP137,0,none
EQX1046,Compactor,S006,2024-04-16,2024-04-23,0.6,23.0,7,OP128,1,excessive_idle
EQX1193,Excavator,S001,2025-11-08,2025-11-21,8.6,5.7,13,OP116,0,none
EQX1206,Bulldozer,S009,2024-10-17,2024-11-30,6.8,0.0,44,OP111,0,none
EQX1019,Compactor,S002,2025-03-15,2025-03-27,8.8,3.2,12,OP122,0,none
EQX1038,Crane,S001,2024-02-15,2024-02-21,8.5,0.0,6,OP110,0,none
EQX1185,Compactor,S001,2024-12-17,2024-12-21,5.6,4.9,4,OP132,0,none
EQX1051,Excavator,S010,2025-05-13,2025-06-07,2.7,1.5,25,OP134,0,none
EQX1045,Compactor,S010,2025-11-26,2025-11-30,9.8,2.0,4,OP130,0,none
EQX1185,Compactor,S006,2024-08-19,2024-08-25,3.0,4.4,6,OP128,0,none
EQX1159,Compactor,S009,2024-08-26,2024-09-03,7.1,4.4,8,OP128,0,none
EQX1213,Excavator,S001,2024-11-23,2024-11-28,5.9,6.7,5,OP108,0,none
EQX1023,Loader,S002,2025-11-29,2025-12-05,10.3,4.1,6,OP103,0,none
EQX1121,Grader,S007,2025-04-24,2025-05-04,7.8,5.8,10,OP132,0,none
EQX1198,Loader,S011,2025-07-29,2025-08-10,5.0,3.4,12,OP134,0,none
EQX1120,Grader,S007,2024-06-23,2024-06-30,3.6,2.8,7,OP113,0,none
EQX1211,Grader,S004,2024-08-24,2024-09-05,6.5,1.9,12,OP135,0,none
EQX1087,Compactor,S009,2024-04-16,2024-04-21,9.2,6.1,5,OP116,0,none
EQX1208,Grader,S010,2025-03-25,2025-03-26,6.7,1.7,1,OP131,0,none
EQX1029,Excavator,S006,2024-05-19,2024-06-01,3.6,3.0,13,OP121,0,none
EQX1094,Bulldozer,S002,2024-11-15,2025-01-28,5.5,4.4,74,OP115,1,extended_rental
EQX1014,Compactor,S010,2025-02-01,2025-02-11,8.2,2.4,10,OP101,0,none
EQX1211,Grader,S001,2025-11-01,2025-11-07,9.7,0.0,6,OP132,0,none
EQX1093,Crane,S002,2024-03-27,2024-03-31,6.5,2.6,4,OP131,0,none
EQX1139,Compactor,S012,2025-03-19,2025-03-20,5.9,6.0,1,OP127,0,none
EQX1139,Compactor,S004,2024-03-27,2024-04-05,8.3,0.0,9,OP112,0,none
EQX1219,Loader,S005,2025-04-25,2025-05-10,17.8,11.7,15,OP105,1,impossible_hours
EQX1208,Grader,S007,2024-12-13,2024-12-27,6.2,4.9,14,OP126,0,none
EQX1168,Compactor,S004,2025-03-28,2025-04-02,6.7,0.0,5,OP126,0,none
EQX1103,Bulldozer,,2024-12-09,2025-01-01,6.6,7.8,23,OP128,1,unassigned_site
EQX1037,Excavator,S011,2025-03-09,2025-03-15,10.5,3.0,6,OP103,0,none
EQX1161,Excavator,S002,2024-03-21,2024-04-09,9.2,3.9,19,OP113,0,none
EQX1045,Compactor,S009,2024-06-09,2024-06-14,7.3,3.4,5,OP120,0,none
EQX1090,Crane,S009,2025-11-30,2025-12-08,5.6,4.7,8,OP125,0,none
EQX1083,Compactor,S006,2025-11-01,2025-11-09,7.6,3.1,8,OP129,0,none
EQX1126,Crane,S005,2025-02-15,2025-02-22,6.0,6.0,7,OP114,0,none
EQX1067,Grader,S006,2025-10-26,2025-10-28,5.2,5.4,2,OP112,0,none
EQX1052,Excavator,S009,2024-11-12,2024-11-25,5.0,0.4,13,OP112,0,none
EQX1051,Excavator,S012,2025-10-20,2025-11-01,9.6,3.9,12,OP134,0,none
EQX1119,Crane,S007,2024-06-11,2024-06-13,8.7,1.7,2,OP132,0,none
EQX1079,Grader,S010,2025-04-25,2025-05-07,6.2,0.7,12,OP103,0,none
EQX1164,Excavator,S011,2025-01-26,2025-02-08,6.2,3.5,13,OP139,0,none
EQX1123,Excavator,S002,2024-11-29,2024-12-10,7.3,1.8,11,OP117,0,none
EQX1114,Grader,S006,2024-10-02,2024-10-08,3.4,0.0,6,OP130,0,none
EQX1056,Compactor,S007,2025-04-27,2025-05-05,8.1,2.7,8,OP108,0,none
EQX1070,Crane,S012,2025-02-04,2025-02-13,6.2,2.4,9,OP127,0,none
EQX1163,Bulldozer,S012,2025-05-13,2025-06-08,6.7,5.8,26,OP112,0,none
EQX1104,Loader,S001,2024-04-06,2024-04-16,9.5,5.0,10,OP107,0,none
EQX1010,Crane,S006,2024-03-14,2024-03-20,4.4,1.1,6,OP101,0,none
EQX1186,Grader,S007,2025-09-02,2025-09-09,3.2,5.4,7,OP112,0,none
EQX1060,Excavator,S009,2025-11-20,2025-11-29,4.9,4.5,9,OP117,0,none
EQX1044,Bulldozer,S005,2025-06-17,2025-07-10,8.8,4.6,23,OP123,0,none
EQX1219,Loader,S008,2024-04-01,2024-04-09,7.7,5.3,8,OP103,0,none
EQX1156,Grader,S007,2024-05-18,2024-05-27,8.2,3.8,9,OP128,0,none
EQX1083,Compactor,S010,2024-12-06,2024-12-17,2.5,1.1,11,OP104,0,none
EQX1178,Loader,S012,2025-02-24,2025-03-13,6.2,2.3,17,OP127,0,none
EQX1082,Crane,S004,2024-11-23,2024-11-25,6.2,1.9,2,OP137,0,none
EQX1040,Grader,S006,2025-11-10,2025-11-23,5.9,3.9,13,OP128,0,none
EQX1195,Excavator,S011,2025-04-30,2025-05-08,6.1,2.7,8,OP139,0,none
EQX1079,Grader,S007,2024-02-23,2024-03-01,6.3,1.2,7,,1,no_operator
EQX1134,Bulldozer,S012,2024-12-26,2025-01-16,5.7,2.2,21,OP104,0,none
EQX1203,Crane,S009,2024-02-14,2024-02-20,5.9,3.6,6,OP125,0,none
EQX1018,Excavator,S009,2025-11-08,2025-11-21,9.1,4.9,13,OP131,0,none
EQX1025,Compactor,S010,2025-01-01,2025-01-09,4.1,2.9,8,OP133,0,none
EQX1002,Crane,S001,2025-01-25,2025-04-13,5.6,4.3,78,OP108,1,extended_rental
EQX1207,Excavator,S008,2024-05-13,2024-05-31,6.8,3.8,18,OP107,0,none
EQX1026,Excavator,S002,2024-07-22,2024-08-04,7.6,2.4,13,OP102,0,none
EQX1112,Excavator,S012,2024-03-23,2024-04-08,4.2,7.4,16,OP110,0,none
EQX1032,Loader,S002,2025-08-09,2025-08-21,8.1,3.8,12,OP134,0,none
EQX1217,Excavator,S008,2025-08-28,2025-09-06,2.2,0.6,9,OP109,0,none
EQX1164,Excavator,S011,2024-03-01,2024-03-15,8.7,6.6,14,OP115,0,none
EQX1133,Grader,S007,2024-04-16,2024-04-23,11.0,4.1,7,OP104,0,none
EQX1083,Compactor,S010,2025-02-14,2025-02-24,0.5,7.5,10,OP113,0,none
EQX1087,Compactor,S012,2025-11-22,2025-12-03,4.6,5.2,11,OP126,0,none
EQX1045,Compactor,S009,2025-04-30,2025-05-13,4.7,0.0,13,OP132,0,none
EQX1187,Bulldozer,S004,2025-03-06,2025-03-19,7.3,3.9,13,OP104,0,none
EQX1194,Compactor,S009,2025-06-13,2025-06-21,7.4,4.3,8,OP122,0,none
EQX1045,Compactor,S010,2025-05-22,2025-05-26,3.4,2.6,4,,1,no_operator
EQX1114,Grader,S008,2025-03-22,2025-03-28,4.6,1.5,6,OP131,0,none
EQX1113,Bulldozer,S002,2024-04-16,2024-05-13,5.8,10.6,27,OP135,0,none
EQX1079,Grader,S010,2024-03-09,2024-03-20,9.9,1.4,11,OP135,0,none
EQX1197,Grader,S007,2024-09-23,2024-10-04,4.1,3.6,11,OP102,0,none
EQX1186,Grader,S002,2025-11-21,2025-11-30,5.3,0.0,9,OP122,0,none
EQX1210,Crane,S002,2025-11-24,2025-12-05,3.7,6.6,11,OP102,0,none
EQX1220,Bulldozer,S010,2024-11-18,2024-11-29,7.3,7.3,11,OP121,0,none
EQX1122,Grader,S003,2024-04-25,2024-05-07,9.2,6.6,12,OP121,0,none
EQX1135,Grader,,2024-02-20,2024-03-02,6.6,2.3,11,OP131,1,unassigned_site
EQX1178,Loader,S002,2025-07-22,2025-08-05,8.5,3.5,14,OP109,0,none
EQX1179,Loader,S008,2024-08-25,2024-09-08,7.2,6.6,14,OP131,0,none
EQX1046,Compactor,S009,2024-01-19,2024-01-21,7.1,0.0,2,OP113,0,none
EQX1165,Grader,S012,2025-11-06,2025-11-14,5.9,5.1,8,OP118,0,none
EQX1032,Loader,S002,2024-07-10,2024-07-23,7.4,3.0,13,OP128,0,none
EQX1126,Crane,S008,2025-09-12,2025-09-17,11.6,4.1,5,OP102,0,none
EQX1184,Bulldozer,S008,2024-02-13,2024-03-05,5.7,4.4,21,OP129,0,none
EQX1043,Compactor,S007,2024-05-03,2024-05-10,7.1,1.0,7,OP119,0,none
EQX1107,Crane,S004,2025-01-17,2025-01-22,5.6,5.2,5,OP103,0,none
EQX1124,Crane,S012,2024-12-03,2024-12-12,3.6,1.1,9,OP132,0,none
EQX1010,Crane,S003,2025-09-20,2025-09-24,2.3,3.8,4,OP107,0,none
EQX1107,Crane,S010,2024-01-21,2024-01-31,7.0,5.8,10,OP123,0,none
EQX1080,Compactor,S012,2024-11-16,2024-11-25,5.9,0.0,9,OP124,0,none
EQX1120,Grader,S005,2025-01-16,2025-02-03,3.7,4.7,18,OP122,0,none
EQX1061,Grader,S006,2024-10-27,2024-11-05,7.6,4.5,9,OP113,0,none
EQX1025,Compactor,S006,2025-02-12,2025-02-18,6.3,5.0,6,OP113,0,none
EQX1157,Bulldozer,S011,2025-07-31,2025-08-23,4.6,1.4,23,,1,no_operator
EQX1020,Grader,S003,2024-11-19,2025-02-03,4.2,4.7,76,OP130,1,extended_rental
EQX1018,Excavator,S003,2025-05-25,2025-06-02,4.7,0.0,8,OP117,0,none
EQX1025,Compactor,S006,2024-06-07,2024-06-14,1.9,2.1,7,OP112,0,none
EQX1134,Bulldozer,S005,2024-09-17,2024-10-06,7.1,0.0,19,OP111,0,none
EQX1027,Crane,S002,2025-05-12,2025-05-27,7.4,0.1,15,OP125,0,none
EQX1060,Excavator,S008,2025-12-03,2025-12-24,3.6,7.2,21,OP103,0,none
EQX1034,Bulldozer,S003,2024-04-22,2024-05-13,8.0,4.1,21,OP101,0,none
EQX1182,Loader,S009,2025-06-17,2025-06-26,8.5,2.4,9,OP101,0,none
EQX1024,Loader,S005,2025-02-14,2025-02-22,8.6,0.1,8,OP114,0,none
EQX1189,Compactor,S007,2025-01-03,2025-01-11,3.2,7.5,8,OP119,0,none
EQX1122,Grader,S007,2025-03-01,2025-03-12,3.1,1.6,11,OP124,0,none
EQX1042,Compactor,S010,2025-01-23,2025-02-02,2.7,3.7,10,OP127,0,none
EQX1033,Bulldozer,S003,2024-10-08,2024-10-25,5.8,2.0,17,OP118,0,none
EQX1210,Crane,S003,2025-08-10,2025-08-21,6.5,2.1,11,OP125,0,none
EQX1067,Grader,S006,2025-10-02,2025-10-10,5.1,2.8,8,OP128,0,none
EQX1069,Excavator,S007,2024-08-12,2024-08-26,1.8,3.0,14,OP117,0,none
EQX1202,Loader,S009,2024-01-13,2024-01-24,4.2,6.8,11,OP110,0,none
EQX1035,Crane,S004,2024-09-04,2024-09-14,6.3,1.3,10,OP129,0,none
EQX1081,Grader,S006,2025-01-09,2025-01-19,7.9,0.1,10,OP111,0,none
EQX1042,Compactor,S012,2025-01-07,2025-01-17,0.9,2.5,10,OP136,0,none
EQX1006,Loader,S003,2025-02-13,2025-02-24,2.9,6.0,11,OP139,0,none
EQX1194,Compactor,S009,2024-08-24,2024-09-01,7.1,0.0,8,OP126,0,none
EQX1035,Crane,S012,2025-09-29,2025-10-09,2.8,1.2,10,OP102,0,none
EQX1017,Grader,S007,2025-06-14,2025-06-28,4.0,2.4,14,OP110,0,none
EQX1104,Loader,S011,2024-08-28,2024-09-09,8.6,1.4,12,OP114,0,none
EQX1106,Compactor,S012,2025-09-02,2025-09-07,6.6,6.6,5,OP134,0,none
EQX1089,Excavator,S012,2024-12-11,2024-12-22,5.9,4.3,11,OP112,0,none
EQX1172,Crane,S004,2025-07-21,2025-07-28,7.9,5.8,7,OP113,0,none
EQX1108,Bulldozer,S008,2024-08-30,2024-09-22,4.3,5.0,23,OP122,0,none
EQX1220,Bulldozer,S007,2025-11-26,2025-12-10,6.3,0.1,14,OP108,0,none
EQX1043,Compactor,S006,2025-03-17,2025-03-20,5.6,0.2,3,OP112,0,none
EQX1216,Compactor,S010,2024-01-10,2024-01-16,6.4,2.6,6,OP127,0,none
EQX1180,Compactor,S009,2024-12-29,2025-01-03,5.5,0.0,5,OP118,0,none
EQX1124,Crane,S012,2025-11-01,2025-11-09,6.7,5.8,8,OP114,0,none
EQX1020,Grader,S006,2024-03-02,2024-03-15,2.1,6.9,13,OP105,0,none
EQX1139,Compactor,S010,2025-04-09,2025-04-12,1.5,6.7,3,OP121,0,none
EQX1058,Grader,S010,2025-04-06,2025-04-19,4.0,6.3,13,OP135,0,none
EQX1131,Excavator,S005,2025-02-18,2025-03-06,6.4,2.7,16,OP112,0,none
EQX1010,Crane,S011,2024-01-12,2024-01-23,5.0,1.8,11,OP123,0,none
EQX1189,Compactor,S009,2024-02-03,2024-02-10,8.3,3.4,7,OP106,0,none
EQX1054,Grader,S012,2024-05-24,2024-06-02,3.7,3.5,9,OP115,0,none
EQX1067,Grader,S010,2024-11-06,2024-11-17,6.4,3.2,11,OP138,0,none
EQX1097,Bulldozer,S011,2024-02-22,2024-03-17,9.0,3.1,24,OP101,0,none
EQX1059,Excavator,S007,2025-07-13,2025-07-22,2.7,5.2,9,OP138,0,none
EQX1212,Grader,S007,2024-10-30,2024-11-09,6.4,0.0,10,OP107,0,none
EQX1162,Loader,S011,2024-04-28,2024-05-11,6.5,6.7,13,OP127,0,none
EQX1049,Grader,S010,2024-11-14,2024-11-23,7.7,3.0,9,OP137,0,none
EQX1019,Compactor,S001,2025-01-30,2025-02-06,8.1,6.8,7,OP118,0,none
EQX1042,Compactor,S010,2025-02-04,2025-02-10,4.5,0.9,6,OP107,0,none
EQX1207,Excavator,S008,2024-10-23,2024-11-03,7.9,4.2,11,OP136,0,none
EQX1209,Excavator,S012,2025-02-18,2025-03-05,2.5,5.0,15,OP115,0,none
EQX1189,Compactor,S004,2025-09-01,2025-09-14,6.4,7.6,13,OP116,0,none
EQX1210,Crane,S008,2025-05-09,2025-05-21,9.0,0.4,12,OP137,0,none
EQX1025,Compactor,S010,2024-10-28,2024-11-07,8.2,6.2,10,OP114,0,none
EQX1029,Excavator,S008,2025-03-13,2025-03-24,7.5,3.5,11,OP127,0,none
EQX1169,Bulldozer,S008,2024-10-08,2024-11-04,7.6,6.0,27,OP123,0,none
EQX1197,Grader,S010,2025-11-04,2025-11-06,8.3,0.9,2,OP116,0,none
EQX1154,Grader,S007,2024-09-05,2024-09-18,9.5,4.4,13,OP104,0,none
EQX1126,Crane,S001,2024-06-19,2024-06-23,6.7,6.6,4,,1,no_operator
EQX1139,Compactor,S007,2025-02-23,2025-02-28,9.2,3.0,5,OP119,0,none
EQX1112,Excavator,S003,2025-05-04,2025-05-21,1.7,2.0,17,OP116,0,none
EQX1071,Excavator,S002,2024-11-30,2024-12-06,3.6,5.2,6,OP102,0,none
EQX1073,Loader,S008,2024-03-27,2024-04-09,3.7,4.7,13,OP119,0,none
EQX1013,Grader,S010,2024-04-16,2024-04-25,7.4,3.4,9,OP104,0,none
EQX1194,Compactor,S007,2024-11-07,2024-11-18,6.4,6.3,11,OP131,0,none
EQX1030,Grader,S006,2025-04-28,2025-05-07,9.0,2.4,9,OP113,0,none
EQX1016,Bulldozer,S011,2024-03-28,2024-04-12,9.7,2.8,15,OP123,0,none
EQX1213,Excavator,S002,2024-09-21,2024-10-04,3.2,5.2,13,OP127,0,none
EQX1194,Compactor,S006,2024-10-12,2024-10-20,8.7,1.5,8,OP130,0,none
EQX1159,Compactor,S009,2024-04-07,2024-04-12,2.8,1.4,5,OP111,0,none
EQX1031,Compactor,S001,2025-09-03,2025-09-12,7.4,3.1,9,OP129,0,none
EQX1074,Bulldozer,S010,2024-10-02,2024-10-16,5.2,9.9,14,OP103,0,none
EQX1035,Crane,S008,2024-10-04,2024-10-12,3.1,0.3,8,OP106,0,none
EQX1208,Grader,S007,2025-05-14,2025-05-25,6.6,1.2,11,OP129,0,none
EQX1079,Grader,S010,2025-02-25,2025-03-10,4.3,5.4,13,OP101,0,none
EQX1210,Crane,S002,2025-02-13,2025-02-18,3.4,8.5,5,OP112,0,none
EQX1056,Compactor,S008,2024-02-24,2024-02-26,0.3,1.1,2,OP102,0,none
EQX1009,Excavator,S005,2025-06-27,2025-07-15,9.7,7.2,18,OP136,0,none
EQX1193,Excavator,S008,2024-11-15,2024-11-26,7.9,0.8,11,OP123,0,none
EQX1019,Compactor,S001,2024-09-07,2024-09-12,5.4,0.5,5,OP102,0,none
EQX1138,Crane,S004,2024-05-24,2024-05-29,5.0,4.4,5,OP131,0,none
EQX1032,Loader,S002,2024-03-22,2024-04-03,1.0,20.1,12,OP132,1,excessive_idle
EQX1088,Crane,S012,2025-03-08,2025-03-15,7.0,7.5,7,OP104,0,none
EQX1090,Crane,S001,2025-01-22,2025-01-29,9.7,3.9,7,OP118,0,none
EQX1052,Excavator,S009,2024-07-02,2024-07-12,10.3,3.0,10,OP133,0,none
EQX1105,Compactor,S001,2025-06-05,2025-06-08,8.4,0.0,3,OP136,0,none
EQX1044,Bulldozer,S005,2025-04-08,2025-04-19,7.9,5.3,11,OP110,0,none
EQX1043,Compactor,S007,2024-12-03,2024-12-11,7.3,6.2,8,OP102,0,none
EQX1003,Loader,S008,2025-10-21,2025-11-03,6.8,4.6,13,OP118,0,none
EQX1096,Grader,S007,2025-09-13,2025-09-24,4.2,1.3,11,OP117,0,none
EQX1143,Loader,S012,2025-03-04,2025-03-19,7.8,6.9,15,OP121,0,none
EQX1182,Loader,S001,2025-05-22,2025-05-30,6.3,0.0,8,OP116,0,none
EQX1198,Loader,S003,2025-06-19,2025-06-30,4.4,6.6,11,OP108,0,none
EQX1163,Bulldozer,S007,2025-02-20,2025-03-06,6.0,3.8,14,OP101,0,none
EQX1137,Loader,S002,2025-01-08,2025-01-19,4.6,2.2,11,OP116,0,none
EQX1126,Crane,S006,2025-05-15,2025-05-22,6.4,6.2,7,OP133,0,none
EQX1006,Loader,S006,2024-04-15,2024-04-29,5.0,3.2,14,OP114,0,none
EQX1052,Excavator,S008,2024-05-25,2024-06-08,7.6,0.3,14,OP102,0,none
EQX1068,Bulldozer,S001,2025-06-16,2025-07-22,5.3,7.6,36,OP106,0,none
EQX1137,Loader,S008,2024-07-20,2024-07-29,6.8,5.7,9,OP108,0,none
EQX1191,Loader,S005,2024-01-05,2024-01-12,3.9,3.0,7,OP124,0,none
EQX1201,Compactor,S004,2025-01-10,2025-01-17,4.7,8.9,7,OP127,0,none
EQX1005,Excavator,S008,2024-11-11,2024-11-27,5.6,9.1,16,OP126,0,none
EQX1160,Compactor,S003,2025-03-04,2025-03-09,6.3,8.8,5,OP128,0,none
EQX1030,Grader,S005,2025-03-12,2025-03-17,3.5,5.6,5,OP103,0,none
EQX1131,Excavator,S012,2025-05-20,2025-06-07,9.7,4.5,18,OP128,0,none
EQX1178,Loader,S011,2025-04-14,2025-04-28,9.6,0.7,14,OP109,0,none
EQX1005,Excavator,S011,2024-04-06,2024-04-22,5.7,2.2,16,OP134,0,none
EQX1036,Excavator,S008,2024-12-21,2025-01-10,6.8,2.2,20,OP120,0,none
EQX1021,Compactor,S011,2024-03-29,2024-04-08,6.1,0.0,10,OP129,0,none
EQX1168,Compactor,S007,2025-10-12,2025-10-18,5.3,2.6,6,OP130,0,none
EQX1075,Excavator,S010,2025-12-02,2025-12-17,4.2,3.8,15,OP123,0,none
EQX1190,Bulldozer,S012,2025-01-21,2025-02-04,8.3,0.0,14,OP128,0,none
EQX1086,Excavator,S012,2024-03-10,2024-03-30,3.5,2.5,20,OP107,0,none
EQX1194,Compactor,S012,2025-03-31,2025-04-07,9.2,3.4,7,OP103,0,none
EQX1151,Compactor,S002,2025-07-26,2025-08-04,4.9,2.3,9,OP110,0,none
EQX1087,Compactor,S006,2025-01-18,2025-01-23,3.6,3.0,5,OP111,0,none
EQX1188,Excavator,S003,2025-04-05,2025-04-22,8.4,3.5,17,OP121,0,none
EQX1066,Grader,S005,2025-10-19,2025-10-20,19.2,15.0,1,OP116,1,impossible_hours
EQX1145,Crane,S009,2024-09-27,2024-10-01,4.4,6.0,4,OP109,0,none
EQX1042,Compactor,S007,2024-01-08,2024-01-16,9.3,1.4,8,OP113,0,none
EQX1106,Compactor,S009,2025-05-19,2025-05-23,7.8,0.0,4,OP103,0,none
EQX1059,Excavator,S001,2025-09-06,2025-09-25,9.6,4.6,19,OP103,0,none
EQX1107,Crane,S004,2024-07-25,2024-07-31,5.4,9.0,6,OP124,0,none
EQX1190,Bulldozer,S003,2025-11-06,2025-11-13,6.6,3.1,7,OP124,0,none
EQX1206,Bulldozer,S001,2025-04-22,2025-05-09,6.9,6.0,17,OP130,0,none
EQX1029,Excavator,S003,2025-05-28,2025-06-10,4.1,2.5,13,OP136,0,none
EQX1014,Compactor,S006,2025-05-12,2025-05-18,4.9,3.3,6,OP121,0,none
EQX1027,Crane,S001,2024-04-21,2024-04-22,10.3,2.9,1,OP124,0,none
EQX1028,Excavator,S004,2024-04-03,2024-04-23,4.2,3.7,20,OP129,0,none
EQX1010,Crane,S006,2025-07-15,2025-07-23,8.6,3.1,8,OP133,0,none
EQX1087,Compactor,S006,2025-03-23,2025-03-30,7.7,4.5,7,OP124,0,none
EQX1101,Loader,S011,2024-01-24,2024-02-08,8.6,4.8,15,OP101,0,none
EQX1163,Bulldozer,S006,2024-09-25,2024-10-20,10.2,9.2,25,OP119,0,none
EQX1198,Loader,S009,2025-03-26,2025-04-07,10.7,1.8,12,OP120,0,none
EQX1037,Excavator,S005,2024-07-09,2024-07-22,4.6,5.7,13,OP110,0,none
EQX1050,Excavator,S011,2025-05-06,2025-05-18,8.1,2.1,12,OP103,0,none
EQX1203,Crane,S005,2025-04-12,2025-04-19,1.7,0.8,7,OP123,0,none
EQX1063,Grader,S008,2024-02-29,2024-03-04,8.9,1.6,4,OP128,0,none
EQX1173,Bulldozer,S006,2025-01-27,2025-02-10,7.2,0.0,14,OP139,0,none
EQX1054,Grader,S007,2025-06-05,2025-06-12,10.6,4.1,7,OP133,0,none
EQX1170,Loader,S012,2024-07-13,2024-07-22,6.3,7.0,9,OP118,0,none
EQX1219,Loader,S005,2024-03-18,2024-03-24,5.1,1.9,6,OP139,0,none
EQX1040,Grader,S006,2024-11-29,2024-12-05,5.5,3.0,6,OP120,0,none
EQX1006,Loader,S011,2024-03-06,2024-03-14,5.1,0.6,8,OP122,0,none
EQX1137,Loader,S002,2024-05-07,2024-05-24,2.5,5.4,17,OP107,0,none
EQX1061,Grader,S006,2025-01-10,2025-01-20,4.6,0.8,10,OP127,0,none
EQX1012,Loader,S003,2025-12-22,2025-12-27,5.7,5.4,5,OP103,0,none
EQX1144,Grader,S004,2025-04-27,2025-05-05,3.8,1.3,8,OP132,0,none
EQX1067,Grader,S006,2024-06-08,2024-06-20,7.4,4.1,12,OP117,0,none
EQX1038,Crane,S012,2024-09-29,2024-10-04,5.3,4.2,5,OP120,0,none
EQX1053,Compactor,S002,2024-01-10,2024-01-14,5.8,2.7,4,OP134,0,none
EQX1083,Compactor,S007,2024-05-01,2024-05-03,5.3,4.5,2,OP123,0,none
EQX1043,Compactor,S004,2024-12-14,2024-12-18,7.1,7.1,4,OP108,0,none
EQX1034,Bulldozer,S008,2024-02-23,2024-02-24,6.6,3.5,1,OP115,0,none
EQX1020,Grader,S010,2024-09-14,2024-09-20,4.8,5.8,6,OP112,0,none
EQX1144,Grader,S006,2024-12-16,2024-12-24,8.2,5.7,8,OP137,0,none
EQX1045,Compactor,S009,2025-02-07,2025-02-14,6.7,3.5,7,OP102,0,none
EQX1127,Bulldozer,S011,2024-12-23,2025-01-18,4.5,7.3,26,OP130,0,none
EQX1017,Grader,S006,2025-05-21,2025-06-02,6.6,3.4,12,,1,no_operator
EQX1155,Excavator,S006,2024-05-28,2024-06-05,5.9,9.0,8,,1,no_operator
EQX1211,Grader,S008,2024-03-25,2024-04-03,9.6,3.6,9,OP125,0,none
EQX1109,Excavator,S005,2025-10-22,2025-11-10,5.7,2.6,19,OP103,0,none
